IPO_Name,Issue_Size,QIB,HNI,RII,Total,Issue_Price,Listing_Gain_Pct,IPO_Quality_Score,Score_Category,Positive_Listing,Strong_Listing
Navkar Corporation Ltd,600.0,6.47,0.9,1.62,2.85,155,-1.94,0.18750334987630055,Weak,0,0
S P Apparels Ltd,239.12,1.0,0.45,0.54,0.66,268,13.81,0.18721444602455029,Weak,1,0
Repco Home Finance Ltd,270.23,3.39,0.35,0.51,1.65,172,-4.07,0.1869906719165369,Weak,0,0
Taksheel Solutions Ltd,82.5,0.24,4.7,6.18,2.99,150,4.93,0.18690144805997405,Weak,1,0
Parag Milk Foods Ltd,750.54,1.15,3.08,2.12,1.83,215,0.33,0.18685942245713727,Weak,1,0
Windlas Biotech Limited,401.54,24.4,15.73,24.27,22.47,460,-4.57,0.18682344686547978,Weak,0,0
Ventive Hospitality Limited,1600.0,9.08,13.85,5.87,9.8,643,11.69,0.1867540405138097,Weak,1,0
S.J.S Enterprises Limited,800.0,1.42,2.32,1.38,1.59,542,-0.37,0.18657229789490784,Weak,0,0
Suraksha Diagnostic Limited,846.25,1.74,1.41,0.95,1.27,441,-0.91,0.18630645091815554,Weak,0,0
Satchmo Holdings Limited,405.0,2.54,0.22,0.16,1.16,54,-7.41,0.18585433980676347,Weak,0,0
Orient Green Power Company Ltd,900.0,2.09,0.64,0.18,1.07,47,-2.77,0.18573413523060367,Weak,0,0
Zaggle Prepaid Ocean Limited,563.38,16.73,8.85,5.94,12.57,164,-1.22,0.18533112003295713,Weak,0,0
JSW Infrastructure Limited,2800.0,57.09,15.99,10.32,37.37,119,20.17,0.18437318184502227,Weak,1,1
Capital Infra Trust,1578.0,0.58,4.24,0.0,2.23,99,0.0,0.1840293049623252,Weak,0,0
Eternal Limited,9375.0,51.79,32.96,7.45,38.25,76,51.32,0.18384595497618123,Weak,1,1
Standard Chartered (India) Limited,2486.35,4.15,1.9,0.25,2.2,104,0.96,0.18356587467169388,Weak,1,0
BF Industrial & Technologies Ltd,36.9,0.0,1.82,2.93,1.3,85,0.0,0.18352537037485617,Weak,0,0
International Gemmological Institute (India) Limited,4225.0,45.8,24.84,11.21,33.78,417,21.07,0.18312031284210167,Weak,1,1
Aditya Birla Sun Life AMC Limited,2768.26,10.36,4.39,3.24,5.24,712,0.0,0.1830473287077073,Weak,0,0
Gland Pharma Ltd,6479.55,6.4,0.51,0.24,2.06,1500,13.4,0.18295697701063698,Weak,1,0
NBCC (India) Ltd,124.97,7.07,1.7,3.4,4.93,106,-5.66,0.18274528626399292,Weak,0,0
Jupiter Wagons Ltd,172.41,3.68,0.34,0.38,2.07,127,-3.31,0.18271987441656334,Weak,0,0
Engineers India Limited,959.35,23.43,5.85,2.99,13.36,290,8.62,0.18270120038338206,Weak,1,0
Hexaware Technologies Limited,8750.0,9.09,0.2,0.11,2.66,708,3.25,0.1825504495618492,Weak,1,0
C Mahendra Exports Ltd,165.0,1.02,3.92,4.82,2.78,110,0.91,0.18196477965382912,Weak,1,0
Apex Frozen Foods Ltd,152.25,1.91,7.82,8.53,6.14,175,14.23,0.1809594260833728,Weak,1,0
Ujaas Energy Ltd,93.0,1.03,1.56,2.35,1.57,186,-3.23,0.1806516401857512,Weak,0,0
Vodafone Idea Ltd ,18000.0,17.56,4.13,0.92,6.36,11,9.09,0.1801920205250979,Weak,1,0
RBZ Jewellers Limited,100.0,13.43,9.27,24.74,16.86,100,0.0,0.17964507000793448,Weak,0,0
Stanley Lifestyles Limited,537.02,0.74,8.86,6.11,5.22,369,35.23,0.1786343384006592,Weak,1,1
Garden Reach Shipbuilders & Engineers Ltd,343.59,1.81,0.31,0.24,1.02,118,-11.86,0.1781124505753881,Weak,0,0
Sula Vineyards Limited,960.35,4.13,1.51,1.65,2.33,357,0.28,0.17771395325932782,Weak,1,0
Oberoi Realty Ltd,1028.61,22.15,3.61,0.94,12.13,260,7.69,0.1773437669987733,Weak,1,0
VKS Projects Ltd,55.0,1.15,0.38,1.13,1.03,55,1.45,0.17661185671088742,Weak,1,0
Sadbhav Infrastructure Project Ltd,491.66,3.04,1.66,1.68,2.24,103,7.52,0.1765943324464858,Weak,1,0
Setubandhan Infrastructure Ltd,60.0,0.31,2.76,4.68,2.21,138,5.07,0.17649326651286987,Weak,1,0
Monte Carlo Fashions Ltd,350.43,13.96,1.71,6.96,7.83,645,-9.3,0.17582604838177732,Weak,0,0
Ramky Infrastructure Ltd,530.0,4.52,1.45,0.99,2.89,450,0.0,0.17528580164203356,Weak,0,0
Carraro India Limited,1250.0,2.21,0.6,0.71,1.12,704,-6.25,0.17492487062987366,Weak,0,0
CL Educate Ltd,238.95,3.65,0.21,1.63,1.9,502,-20.72,0.1747645768126233,Weak,0,0
L&T Technology Services Ltd,894.4,5.01,1.03,1.75,2.53,860,4.65,0.17468563607025883,Weak,1,0
Prince Pipes and Fittings Ltd,500.0,3.54,1.21,1.89,2.21,178,-10.11,0.17467249011518626,Weak,0,0
Tracxn Technologies,309.38,1.66,0.23,2.39,0.71,80,3.75,0.17405779686901762,Weak,1,0
Onelife Capital Advisors Ltd,36.85,1.02,0.93,2.5,1.53,110,4.55,0.1739606933931186,Weak,1,0
Mahindra Logistics Ltd,828.88,15.6,2.07,6.1,7.9,429,0.7,0.17359525682627705,Weak,1,0
ICICI Lombard General Insurance Company Ltd,5700.94,8.17,0.83,1.23,2.98,661,-1.66,0.17189576193877262,Weak,0,0
Bharti Hexacom Ltd ,4275.0,48.57,10.52,2.83,29.88,570,32.49,0.1716243302886196,Weak,1,1
Mindspace Business Parks REIT,4500.0,13.72,13.2,5.12,11.52,275,10.55,0.1715671161421607,Weak,1,0
Godrej Properties Limited,468.85,7.45,0.41,0.38,4.0,490,4.08,0.17139101113017702,Weak,1,0
Midvalley Entertainment & Hospitality Ltd,60.0,0.35,4.68,9.01,4.03,70,4.29,0.17131297502909046,Weak,1,0
Omkar Speciality Chemicals Ltd,79.38,0.82,5.27,9.9,4.67,98,-3.06,0.17059279286484216,Weak,0,0
Tree House Education & Accessories Ltd,112.06,1.02,1.68,2.76,1.85,135,-1.63,0.17051722620388443,Weak,0,0
Popular Vehicles & Services Ltd ,601.55,1.97,0.66,1.05,1.23,295,-1.02,0.17048095218578913,Weak,0,0
Laxmi India Finance Ltd,254.26,1.3,1.84,2.22,1.87,158,-13.92,0.17030856041391157,Weak,0,0
Craftsman Automation Limited,823.7,5.21,2.84,3.43,3.81,1490,-9.4,0.17030061706382138,Weak,0,0
Indiqube Spaces Limited,700.0,14.35,8.27,12.9,12.41,237,-7.72,0.1693640764582719,Weak,0,0
eMudhra Ltd,412.79,4.05,1.28,2.61,2.72,256,5.86,0.16933152066941012,Weak,1,0
Brookfield India Real Estate Trust,3800.0,4.78,11.74,0.0,7.94,275,0.02,0.16921257091152575,Weak,1,0
Fedbank Financial Services Limited,1092.26,3.51,1.45,1.82,2.2,140,-1.61,0.16904145983207786,Weak,0,0
Nureca Limited,100.0,3.1,31.59,166.65,39.93,400,58.74,0.1681861663997053,Weak,1,1
Nuvoco Vistas Corporation Limited,5000.0,4.23,0.66,0.73,1.71,570,-17.37,0.16803830734005692,Weak,0,0
Veranda Learning Solutions Limited,200.0,2.02,2.09,5.68,2.24,137,14.6,0.16767723294891174,Weak,1,0
Jaypee Infratech Limited,2257.6,1.77,1.15,0.61,1.24,102,-8.82,0.1676438983274534,Weak,0,0
Ircon International Ltd,466.94,12.29,4.92,10.07,9.9,475,-13.62,0.16734756468636283,Weak,0,0
Indosolar Limited,357.0,1.44,1.3,1.81,1.55,29,2.59,0.16652708429327834,Weak,1,0
Godavari Biorefineries Limited,554.75,2.76,0.9,1.71,1.83,352,-11.78,0.1661181019699144,Weak,0,0
Metropolis Healthcare Ltd,1204.29,8.88,3.03,2.21,5.84,880,9.09,0.16583163865566286,Weak,1,0
Garuda Construction and Engineering Limited,264.1,1.24,9.03,10.81,7.55,95,8.63,0.16538922810263695,Weak,1,0
Equitas Small Finance Bank Ltd,517.6,3.91,0.22,2.08,1.95,33,-6.06,0.1652390963600729,Weak,0,0
Honasa Consumer Limited (Mamaearth),1701.44,11.5,4.02,1.35,7.61,324,0.0,0.16463767557619285,Weak,0,0
IndiGrid Infrastructure Fund,2249.96,1.14,1.6,0.0,1.35,100,0.0,0.16385734765203713,Weak,0,0
Indus Infra Trust ,2499.99,8.92,6.93,0.0,8.01,100,1.0,0.163443876782088,Weak,1,0
Sterling and Wilson Solar Ltd,2849.64,1.02,0.89,0.3,0.85,780,-10.26,0.16287268679012784,Weak,0,0
SJVN Limited,1062.51,9.03,3.39,3.12,6.64,26,7.69,0.1616242906631949,Weak,1,0
Divgi Torqtransfer Systems Limited,412.12,7.83,1.4,4.31,5.44,590,1.69,0.16153666312723364,Weak,1,0
Quality Power Electronics Limited,858.7,1.03,1.45,1.83,1.29,425,1.66,0.1610140989516294,Weak,1,0
Ortel Communications Ltd,174.71,1.01,0.09,0.39,0.75,181,0.0,0.16093359993497003,Weak,0,0
Exxaro Tiles Limited,160.77,17.67,5.36,40.1,22.68,120,5.0,0.16083626573865667,Weak,1,0
Updater Services Limited,640.0,4.48,0.85,1.39,2.9,300,-0.03,0.16066084930581429,Weak,0,0
PTC India Financial Services Ltd,433.28,2.85,0.22,1.18,1.7,28,0.0,0.15978716729925307,Weak,0,0
Precision Camshafts Ltd,410.19,2.62,0.73,2.01,1.91,186,-12.31,0.1593371091521285,Weak,0,0
Imagicaaworld Entertainment Ltd,374.59,1.17,0.7,1.37,1.11,180,-6.69,0.1591135738333572,Weak,0,0
Prestige Estates Projects Ltd,1200.0,4.32,0.24,0.08,2.26,183,3.83,0.1586333727305439,Weak,1,0
Hariom Pipe Industries Limited,130.05,1.91,2.68,6.92,3.57,153,39.87,0.15831379658761294,Weak,1,1
Arisinfra Solutions Limited,499.6,1.42,3.14,5.59,2.65,222,-5.81,0.1580663642537961,Weak,0,0
VMS Industries Ltd,25.75,0.0,1.11,3.41,1.36,40,9.88,0.15800875643476564,Weak,1,0
Paramount Printpac Ltd,45.83,0.33,3.28,9.31,3.92,35,0.0,0.15789519273009683,Weak,0,0
Aster DM Healthcare Ltd,980.14,2.1,0.55,1.18,1.31,190,-4.16,0.15763600342703438,Weak,0,0
Manpasand Beverages Ltd,400.0,1.98,0.38,1.16,1.4,320,-9.06,0.1571238178888501,Weak,0,0
Mishra Dhatu Nigam Ltd (MIDHANI),435.02,1.96,0.13,0.72,1.21,90,-3.33,0.15696073462491186,Weak,0,0
Healthcare Global Enterprises Ltd,649.64,2.36,0.43,0.83,1.56,218,-3.76,0.15659273166683466,Weak,0,0
Hyundai Motor India Limited,27858.8,6.97,0.6,0.5,2.37,1960,-1.48,0.15624946203657022,Weak,0,0
Timbor Home Ltd,23.25,0.65,3.22,14.22,5.78,63,14.29,0.15589828004949452,Weak,1,0
Samhi Hotels Limited,1370.1,8.82,1.22,1.11,5.33,126,3.61,0.1555102501805681,Weak,1,0
Embassy Office Parks REIT,4750.0,2.15,3.09,0.0,2.57,300,0.0,0.1551367299591041,Weak,0,0
Kridhan Infra Ltd,34.75,0.03,1.37,4.18,1.68,108,6.48,0.15499936346884022,Weak,1,0
Bharatiya Global Infomedia Ltd,55.1,0.0,1.94,5.06,2.06,82,2.44,0.15479964558137035,Weak,1,0
Kalpataru Limited,1590.0,3.12,1.31,1.29,2.26,414,0.02,0.1544684851944622,Weak,1,0
Indus Towers Ltd,4172.76,2.84,0.29,0.19,1.3,220,-9.09,0.15436359634400315,Weak,0,0
